case_id,symbol,decision_session,decision_time,maturity_session,split_role,compact_included,standard_included,maximum_included,formal_symbol,modality_profile,text_status,table_status,timeseries_status,image_status,eligibility_status,source_identity,inclusion_rationale
EML:2023-07-28,EML,2023-07-28,2023-07-28T20:00:00+00:00,2023-08-04,FINAL_HOLDOUT,true,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
EML:2023-10-06,EML,2023-10-06,2023-10-06T20:00:00+00:00,2023-10-13,E2E_PILOT,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_E2E_PILOT_BLOCK;PERFORMANCE_BLIND
AGI:2023-05-05,AGI,2023-05-05,2023-05-05T20:00:00+00:00,2023-05-12,TRAIN,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AGI:2023-05-12,AGI,2023-05-12,2023-05-12T20:00:00+00:00,2023-05-19,TRAIN,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AGI:2023-05-19,AGI,2023-05-19,2023-05-19T20:00:00+00:00,2023-05-26,TRAIN,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AGI:2023-05-26,AGI,2023-05-26,2023-05-26T20:00:00+00:00,2023-06-05,TRAIN,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AGI:2023-06-02,AGI,2023-06-02,2023-06-02T20:00:00+00:00,2023-06-09,TRAIN,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AGI:2023-06-09,AGI,2023-06-09,2023-06-09T20:00:00+00:00,2023-06-16,TRAIN,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AGI:2023-06-16,AGI,2023-06-16,2023-06-16T20:00:00+00:00,2023-06-26,TRAIN,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AGI:2023-06-30,AGI,2023-06-30,2023-06-30T20:00:00+00:00,2023-07-10,VALIDATION,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
AGI:2023-07-07,AGI,2023-07-07,2023-07-07T20:00:00+00:00,2023-07-14,VALIDATION,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
AGI:2023-07-21,AGI,2023-07-21,2023-07-21T20:00:00+00:00,2023-07-28,FINAL_HOLDOUT,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
AGI:2023-07-28,AGI,2023-07-28,2023-07-28T20:00:00+00:00,2023-08-04,FINAL_HOLDOUT,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
AGI:2023-10-06,AGI,2023-10-06,2023-10-06T20:00:00+00:00,2023-10-13,E2E_PILOT,true,true,true,false,T1-B0-S1-I1,AVAILABLE_BY_PIT_DATE,UNAVAILABLE_NO_SAFE_FILED_FACT,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AGI,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_E2E_PILOT_BLOCK;PERFORMANCE_BLIND
ARR:2023-05-05,ARR,2023-05-05,2023-05-05T20:00:00+00:00,2023-05-12,TRAIN,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
ARR:2023-05-12,ARR,2023-05-12,2023-05-12T20:00:00+00:00,2023-05-19,TRAIN,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
ARR:2023-05-19,ARR,2023-05-19,2023-05-19T20:00:00+00:00,2023-05-26,TRAIN,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
ARR:2023-05-26,ARR,2023-05-26,2023-05-26T20:00:00+00:00,2023-06-05,TRAIN,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
ARR:2023-06-02,ARR,2023-06-02,2023-06-02T20:00:00+00:00,2023-06-09,TRAIN,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
ARR:2023-06-09,ARR,2023-06-09,2023-06-09T20:00:00+00:00,2023-06-16,TRAIN,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
ARR:2023-06-16,ARR,2023-06-16,2023-06-16T20:00:00+00:00,2023-06-26,TRAIN,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
ARR:2023-06-30,ARR,2023-06-30,2023-06-30T20:00:00+00:00,2023-07-10,VALIDATION,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
ARR:2023-07-07,ARR,2023-07-07,2023-07-07T20:00:00+00:00,2023-07-14,VALIDATION,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
ARR:2023-07-21,ARR,2023-07-21,2023-07-21T20:00:00+00:00,2023-07-28,FINAL_HOLDOUT,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
ARR:2023-07-28,ARR,2023-07-28,2023-07-28T20:00:00+00:00,2023-08-04,FINAL_HOLDOUT,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
ARR:2023-10-06,ARR,2023-10-06,2023-10-06T20:00:00+00:00,2023-10-13,E2E_PILOT,false,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:ARR,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_E2E_PILOT_BLOCK;PERFORMANCE_BLIND
AEMD:2023-05-05,AEMD,2023-05-05,2023-05-05T20:00:00+00:00,2023-05-12,TRAIN,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AEMD:2023-05-12,AEMD,2023-05-12,2023-05-12T20:00:00+00:00,2023-05-19,TRAIN,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AEMD:2023-05-19,AEMD,2023-05-19,2023-05-19T20:00:00+00:00,2023-05-26,TRAIN,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AEMD:2023-05-26,AEMD,2023-05-26,2023-05-26T20:00:00+00:00,2023-06-05,TRAIN,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AEMD:2023-06-02,AEMD,2023-06-02,2023-06-02T20:00:00+00:00,2023-06-09,TRAIN,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AEMD:2023-06-09,AEMD,2023-06-09,2023-06-09T20:00:00+00:00,2023-06-16,TRAIN,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AEMD:2023-06-16,AEMD,2023-06-16,2023-06-16T20:00:00+00:00,2023-06-26,TRAIN,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AEMD:2023-06-30,AEMD,2023-06-30,2023-06-30T20:00:00+00:00,2023-07-10,VALIDATION,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
AEMD:2023-07-07,AEMD,2023-07-07,2023-07-07T20:00:00+00:00,2023-07-14,VALIDATION,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
AEMD:2023-07-21,AEMD,2023-07-21,2023-07-21T20:00:00+00:00,2023-07-28,FINAL_HOLDOUT,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
AEMD:2023-07-28,AEMD,2023-07-28,2023-07-28T20:00:00+00:00,2023-08-04,FINAL_HOLDOUT,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
AEMD:2023-10-06,AEMD,2023-10-06,2023-10-06T20:00:00+00:00,2023-10-13,E2E_PILOT,false,false,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AEMD,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_E2E_PILOT_BLOCK;PERFORMANCE_BLIND
