symbol,decision_session,decision_time_utc,decision_close_ny,execution_session,packet_version,TEXT_status,selected_news_count,selected_news_latest_date,selected_news_oldest_date,text_latest_safe_age_calendar_days,text_dedup_removed_count,text_same_day_ambiguous_rejected_count,TABLE_status,selected_filing_date,selected_table_concept_count,table_latest_safe_filed_date,table_latest_safe_age_calendar_days,table_same_day_ambiguous_rejected_count,table_selected_restatement_rule,TIME_SERIES_status,latest_included_session,time_series_selected_session_count,time_series_evidence_age_calendar_days,time_series_summary_fields,IMAGE_status,selected_image,selected_image_window_end,image_evidence_age_calendar_days,image_staleness_threshold_rule,PIT_rejection_flags,PIT_violation_count,ambiguous_rejected_count,source_hash_reference,estimated_text_chars,estimated_table_chars,estimated_time_series_chars,estimated_image_chars,estimated_packet_chars,estimated_packet_bytes_utf8
JPM,2024-03-01,2024-03-01T21:00:00+00:00,2024-03-01T16:00:00-05:00,2024-03-04,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-02-16;Liabilities=2024-02-16;NetCashProvidedByUsedInFinancingActivities=2024-02-16;NetCashProvidedByUsedInInvestingActivities=2024-02-16;NetCashProvidedByUsedInOperatingActivities=2024-02-16;StockholdersEquity=2024-02-16,6,2024-02-16,14,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-01,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,61,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,55c1081968cfe16ce242537eb268471717493c05e53e8ae6b68818f393f39726,19,803,487,96,2005,2005
AAPL,2024-03-08,2024-03-08T21:00:00+00:00,2024-03-08T16:00:00-05:00,2024-03-11,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,83,0,0,AVAILABLE,Assets=2024-02-02;Liabilities=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,6,2024-02-02,35,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-08,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,2ee0b0df7b182d4e773b8f8cc3e06724a5e4f72ddfa51f72fe2339a2dcecccfd,19,799,487,61,1966,1966
AMZN,2024-03-08,2024-03-08T21:00:00+00:00,2024-03-08T16:00:00-05:00,2024-03-11,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,83,307,0,AVAILABLE,Assets=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,5,2024-02-02,35,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-08,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,68,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,81c563f68b8cde66579939f993d0cdb7a2f16d9510dc384ddb49acb79fabb396,19,687,490,97,1893,1893
JPM,2024-03-08,2024-03-08T21:00:00+00:00,2024-03-08T16:00:00-05:00,2024-03-11,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-02-16;Liabilities=2024-02-16;NetCashProvidedByUsedInFinancingActivities=2024-02-16;NetCashProvidedByUsedInInvestingActivities=2024-02-16;NetCashProvidedByUsedInOperatingActivities=2024-02-16;StockholdersEquity=2024-02-16,6,2024-02-16,21,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-08,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,68,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,be90c75b6cea812ab63e0ab1b6616216f3865f49adc2c9f114e1bf5e424dcf67,19,803,486,96,2004,2004
AAPL,2024-03-15,2024-03-15T20:00:00+00:00,2024-03-15T16:00:00-04:00,2024-03-18,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,90,0,0,AVAILABLE,Assets=2024-02-02;Liabilities=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,6,2024-02-02,42,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-15,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,5d93860ce7aa3df5593edaca3b1ad1c77a2b69e86c7d6dbbc976f06bd04b80aa,19,799,490,61,1969,1969
AMZN,2024-03-15,2024-03-15T20:00:00+00:00,2024-03-15T16:00:00-04:00,2024-03-18,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,90,307,0,AVAILABLE,Assets=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,5,2024-02-02,42,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-15,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,75,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,5ae4cfee09969e79f53f35ec5831bdfc13669bfd2d3f77b7e0b66a9feba7134f,19,687,486,97,1889,1889
JPM,2024-03-15,2024-03-15T20:00:00+00:00,2024-03-15T16:00:00-04:00,2024-03-18,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-02-16;Liabilities=2024-02-16;NetCashProvidedByUsedInFinancingActivities=2024-02-16;NetCashProvidedByUsedInInvestingActivities=2024-02-16;NetCashProvidedByUsedInOperatingActivities=2024-02-16;StockholdersEquity=2024-02-16,6,2024-02-16,28,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-15,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,75,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,4f5c81aa7008992ce10c0ef4ced2d8c170e8f6dbcb7ff055c819168994d3f081,19,803,484,96,2002,2002
AAPL,2024-03-22,2024-03-22T20:00:00+00:00,2024-03-22T16:00:00-04:00,2024-03-25,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,97,0,0,AVAILABLE,Assets=2024-02-02;Liabilities=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,6,2024-02-02,49,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-22,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,197ab8027543e1d38cbac8654aaf73779090551110942a94764e419aa738a55e,19,799,488,61,1967,1967
AMZN,2024-03-22,2024-03-22T20:00:00+00:00,2024-03-22T16:00:00-04:00,2024-03-25,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,97,307,0,AVAILABLE,Assets=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,5,2024-02-02,49,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-22,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,82,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,ef2f24fdbe628e552400c892064f1184f2469cad94721e9ea473977efa892432,19,687,466,97,1869,1869
JPM,2024-03-22,2024-03-22T20:00:00+00:00,2024-03-22T16:00:00-04:00,2024-03-25,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-02-16;Liabilities=2024-02-16;NetCashProvidedByUsedInFinancingActivities=2024-02-16;NetCashProvidedByUsedInInvestingActivities=2024-02-16;NetCashProvidedByUsedInOperatingActivities=2024-02-16;StockholdersEquity=2024-02-16,6,2024-02-16,35,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-22,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,82,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,5ed46e702809c7e8c57dc5c39cd36223dffd4c8f4d72a28a03bf2736c20acf0f,19,803,485,96,2003,2003
AAPL,2024-03-28,2024-03-28T20:00:00+00:00,2024-03-28T16:00:00-04:00,2024-04-01,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,103,0,0,AVAILABLE,Assets=2024-02-02;Liabilities=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,6,2024-02-02,55,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-28,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,db9e7b2e746155fd7eab538796abdab101f3c7e587b181377e5585635716bcda,19,799,488,61,1967,1967
AMZN,2024-03-28,2024-03-28T20:00:00+00:00,2024-03-28T16:00:00-04:00,2024-04-01,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,103,307,0,AVAILABLE,Assets=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,5,2024-02-02,55,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-28,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,88,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,78a7771a220d81b374e6c99dab27d42f0f8cc2bc33ea3900d579c2aa283a2f02,19,687,469,97,1872,1872
JPM,2024-03-28,2024-03-28T20:00:00+00:00,2024-03-28T16:00:00-04:00,2024-04-01,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-02-16;Liabilities=2024-02-16;NetCashProvidedByUsedInFinancingActivities=2024-02-16;NetCashProvidedByUsedInInvestingActivities=2024-02-16;NetCashProvidedByUsedInOperatingActivities=2024-02-16;StockholdersEquity=2024-02-16,6,2024-02-16,41,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-03-28,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,88,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,3f6d79503d9617e336fc9a342ef89c483442edac3e4126e69ba6b0ec97033f21,19,803,468,96,1986,1986
AAPL,2024-04-05,2024-04-05T20:00:00+00:00,2024-04-05T16:00:00-04:00,2024-04-08,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,111,0,0,AVAILABLE,Assets=2024-02-02;Liabilities=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,6,2024-02-02,63,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-05,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,ddfbc837cfad89756fbba6a039b0b2b5faf5f7bfadca4a653f5b017540beb0fe,19,799,489,61,1968,1968
AMZN,2024-04-05,2024-04-05T20:00:00+00:00,2024-04-05T16:00:00-04:00,2024-04-08,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,111,307,0,AVAILABLE,Assets=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,5,2024-02-02,63,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-05,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,96,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,fd1bc18397041c7e09e8fd901b4614e6cdf90ed3234bbcc6986dbbcf72fa1ddc,19,687,467,97,1870,1870
JPM,2024-04-05,2024-04-05T20:00:00+00:00,2024-04-05T16:00:00-04:00,2024-04-08,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-02-16;Liabilities=2024-02-16;NetCashProvidedByUsedInFinancingActivities=2024-02-16;NetCashProvidedByUsedInInvestingActivities=2024-02-16;NetCashProvidedByUsedInOperatingActivities=2024-02-16;StockholdersEquity=2024-02-16,6,2024-02-16,49,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-05,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,96,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,f2db7a7bffce5edc4e4a4d06d08556fdba3139c322ddb2fe3885d6f2f9416472,19,803,487,96,2005,2005
AAPL,2024-04-12,2024-04-12T20:00:00+00:00,2024-04-12T16:00:00-04:00,2024-04-15,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,118,0,0,AVAILABLE,Assets=2024-02-02;Liabilities=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,6,2024-02-02,70,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-12,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,9f37440f646c311a919d693632974c84602c482ce13243d133593364548d5127,19,799,485,61,1964,1964
AMZN,2024-04-12,2024-04-12T20:00:00+00:00,2024-04-12T16:00:00-04:00,2024-04-15,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,118,307,0,AVAILABLE,Assets=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,5,2024-02-02,70,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-12,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,103,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,ba027b07c6301554d7085fb3be019d0b38799d8342b69e71418cea083a2eea4e,19,687,482,97,1885,1885
JPM,2024-04-12,2024-04-12T20:00:00+00:00,2024-04-12T16:00:00-04:00,2024-04-15,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-02-16;Liabilities=2024-02-16;NetCashProvidedByUsedInFinancingActivities=2024-02-16;NetCashProvidedByUsedInInvestingActivities=2024-02-16;NetCashProvidedByUsedInOperatingActivities=2024-02-16;StockholdersEquity=2024-02-16,6,2024-02-16,56,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-12,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,103,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,8eaf23cbc5a45e5cd85fdd6db2197515a665833db7734fad6604779a53cef05d,19,803,485,96,2003,2003
AAPL,2024-04-19,2024-04-19T20:00:00+00:00,2024-04-19T16:00:00-04:00,2024-04-22,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,125,0,0,AVAILABLE,Assets=2024-02-02;Liabilities=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,6,2024-02-02,77,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-19,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,d9e9c6d4a4bb2f5d4a7c4ccda39372616475b55cfa8c63e26d437a1b50c969f0,19,799,490,61,1969,1969
AMZN,2024-04-19,2024-04-19T20:00:00+00:00,2024-04-19T16:00:00-04:00,2024-04-22,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,125,307,0,AVAILABLE,Assets=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,5,2024-02-02,77,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-19,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,110,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,c0d43353d01b605de3dee40d524acecfd934889fd6e120bd7990af7a3229c8aa,19,687,487,97,1890,1890
JPM,2024-04-19,2024-04-19T20:00:00+00:00,2024-04-19T16:00:00-04:00,2024-04-22,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-02-16;Liabilities=2024-02-16;NetCashProvidedByUsedInFinancingActivities=2024-02-16;NetCashProvidedByUsedInInvestingActivities=2024-02-16;NetCashProvidedByUsedInOperatingActivities=2024-02-16;StockholdersEquity=2024-02-16,6,2024-02-16,63,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-19,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,110,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,dcb6269c64ed620c3af032b39d42fbae7153ba685a4e26389eb65418b75338e2,19,803,486,96,2004,2004
AAPL,2024-04-26,2024-04-26T20:00:00+00:00,2024-04-26T16:00:00-04:00,2024-04-29,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,132,0,0,AVAILABLE,Assets=2024-02-02;Liabilities=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,6,2024-02-02,84,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-26,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,e4a7afc470b5dffd978e3d17cfd85420d6735fbe9bc53e7dafee1a5a708a88e6,19,799,488,61,1967,1967
AMZN,2024-04-26,2024-04-26T20:00:00+00:00,2024-04-26T16:00:00-04:00,2024-04-29,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,132,307,0,AVAILABLE,Assets=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,5,2024-02-02,84,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-26,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,117,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,e8d9a191d36ab581bd0b41169067a0dab5cadfc282cc701b5a0d8b712f768b0f,19,687,488,97,1891,1891
JPM,2024-04-26,2024-04-26T20:00:00+00:00,2024-04-26T16:00:00-04:00,2024-04-29,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-02-16;Liabilities=2024-02-16;NetCashProvidedByUsedInFinancingActivities=2024-02-16;NetCashProvidedByUsedInInvestingActivities=2024-02-16;NetCashProvidedByUsedInOperatingActivities=2024-02-16;StockholdersEquity=2024-02-16,6,2024-02-16,70,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-04-26,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,117,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,976c1458ea796789ce5ce277120d329231683906fab6d9bbaf7fc3951c2fa86b,19,803,487,96,2005,2005
AAPL,2024-05-03,2024-05-03T20:00:00+00:00,2024-05-03T16:00:00-04:00,2024-05-06,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,139,0,0,AVAILABLE,Assets=2024-02-02;Liabilities=2024-02-02;NetCashProvidedByUsedInFinancingActivities=2024-02-02;NetCashProvidedByUsedInInvestingActivities=2024-02-02;NetCashProvidedByUsedInOperatingActivities=2024-02-02;StockholdersEquity=2024-02-02,6,2024-02-02,91,1680,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-03,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,TABLE_SAME_DAY_FILED_DATE_ONLY_AMBIGUOUS,0,1680,d3bc81bcced9d56440e9a5413680c86cb6516bd09160b8f6cbf59616ece97dcd,19,799,486,61,1965,1965
AMZN,2024-05-03,2024-05-03T20:00:00+00:00,2024-05-03T16:00:00-04:00,2024-05-06,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,139,307,0,AVAILABLE,Assets=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,5,2024-05-01,2,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-03,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,124,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,050a0e483816c45a963d68c18a7e238d075a8fcfe5364a249761eeb83d5124b6,19,686,485,97,1887,1887
